,Symbol,Name,Sector,Industry,Market
2528,MATW,Matthews International Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2529,MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Technology,Semiconductors,NASDAQ
2530,MAYS,J. W. Mays Inc. Common Stock,Real Estate,Building operators,NASDAQ
2531,MBCN,Middlefield Banc Corp. Common Stock,Finance,Major Banks,NASDAQ
2532,MBIN,Merchants Bancorp Common Stock,Finance,Major Banks,NASDAQ
2533,MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,NASDAQ
2534,MBINN,Merchants Bancorp Depositary Shares Preferred Series C,Finance,Major Banks,NASDAQ
2535,MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,Finance,Major Banks,NASDAQ
2536,MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,NASDAQ
2537,MBIO,Mustang Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2538,MBLY,Mobileye Global Inc. Class A Common Stock,Consumer Discretionary,Automotive Aftermarket,NASDAQ
2539,MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,Finance,Commercial Banks,NASDAQ
2540,MBOT,Microbot Medical Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2541,MBRX,Moleculin Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2542,MBTCR,Nocturne Acquisition Corporation Right,Finance,Blank Checks,NASDAQ
2543,MBUU,Malibu Boats Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
2544,MBWM,Mercantile Bank Corporation Common Stock,Finance,Major Banks,NASDAQ
2545,MCAAU,Mountain & Co. I Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
2546,MCAAW,Mountain & Co. I Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
2547,MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,Miscellaneous,Other Pharmaceuticals,NASDAQ
2548,MCACR,Monterey Capital Acquisition Corporation Rights,Consumer Discretionary,Other Specialty Stores,NASDAQ
2549,MCACW,Monterey Capital Acquisition Corporation Warrants,Miscellaneous,Other Pharmaceuticals,NASDAQ
2550,MCAE,Mountain Crest Acquisition Corp. III Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2551,MCAER,Mountain Crest Acquisition Corp. III Right,Finance,Blank Checks,NASDAQ
2552,MCAFU,Mountain Crest Acquisition Corp. IV Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2553,MCAG,Mountain Crest Acquisition Corp. V Common Stock,Miscellaneous,Other Pharmaceuticals,NASDAQ
2554,MCBC,Macatawa Bank Corporation Common Stock,Finance,Major Banks,NASDAQ
2555,MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks,NASDAQ
2556,MCFT,MasterCraft Boat Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
2557,MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors,NASDAQ
2558,MCHX,Marchex Inc. Class B Common Stock,Consumer Discretionary,Business Services,NASDAQ
2562,MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2563,MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
2564,MCVT,Mill City Ventures III Ltd. Common Stock,Finance,Finance: Consumer Services,NASDAQ
2565,MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
2566,MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2567,MDGS,Medigus Ltd. American Depositary Shares,Health Care,Medical/Dental Instruments,NASDAQ
2568,MDGSW,Medigus Ltd. Series C Warrant,Health Care,Medical/Dental Instruments,NASDAQ
2569,MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Discretionary,Broadcasting,NASDAQ
2570,MDJH,MDJM LTD Ordinary Share,Finance,Real Estate,NASDAQ
2571,MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Meat/Poultry/Fish,NASDAQ
2572,MDNA,Medicenna Therapeutics Corp. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
2573,MDRR,Medalist Diversified REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
2574,MDRX,Veradigm Inc. Common Stock,Technology,EDP Services,NASDAQ
2575,MDVL,MedAvail Holdings Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,NASDAQ
2576,MDWD,MediWound Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2577,MDWT,Midwest Holding Inc. Common Stock,Finance,Life Insurance,NASDAQ
2578,MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2580,ME,23andMe Holding Co. Class A Common Stock,Health Care,Precision Instruments,NASDAQ
2581,MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
2582,MEDS,TRxADE HEALTH Inc. Common Stock,Technology,Interactive Media,NASDAQ
2583,MEGL,Magic Empire Global Limited Ordinary Shares,Finance,Finance: Consumer Services,NASDAQ
2584,MEIP,MEI Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2585,MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2586,MELI,MercadoLibre Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,NASDAQ
2588,MERC,Mercer International Inc. Common Stock,Basic Materials,Paper,NASDAQ
2589,MESA,Mesa Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,NASDAQ
2590,MESO,Mesoblast Limited American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2591,META,Meta Platforms Inc. Class A Common Stock,Technology,Internet and Information Services,NASDAQ
2592,METC,Ramaco Resources Inc. Common Stock,Energy,Coal Mining,NASDAQ
2593,METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,Energy,Coal Mining,NASDAQ
2594,METX,Meten Holding Group Ltd. Ordinary Shares,Real Estate,Other Consumer Services,NASDAQ
2595,METXW,Meten Holding Group Ltd. Warrant,Real Estate,Other Consumer Services,NASDAQ
2596,MF,Missfresh Limited American Depositary Shares,Consumer Discretionary,Other Specialty Stores,NASDAQ
2597,MFH,Mercurity Fintech Holding Inc. ADS,Technology,EDP Services,NASDAQ
2598,MFIC,MidCap Financial Investment Corporation Common Stock,Finance,Finance/Investors Services,NASDAQ
2599,MFIN,Medallion Financial Corp. Common Stock,Finance,Diversified Financial Services,NASDAQ
2600,MGAM,Mobile Global Esports Inc. Common Stock,Technology,EDP Services,NASDAQ
2601,MGEE,MGE Energy Inc,Utilities,Power Generation,NASDAQ
2602,MGI,Moneygram International Inc. Common Stock,Consumer Discretionary,Business Services,NASDAQ
2603,MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2604,MGNI,Magnite Inc. Common Stock,Consumer Discretionary,Advertising,NASDAQ
2605,MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2606,MGOL,MGO Global Inc. Common Stock,Consumer Discretionary,Advertising,NASDAQ
2607,MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution),NASDAQ
2608,MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services,NASDAQ
2609,MGTA,Magenta Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2610,MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2611,MGYR,Magyar Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2612,MHLD,Maiden Holdings Ltd.,Finance,Finance: Consumer Services,NASDAQ
2613,MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,Health Care,Medical Specialities,NASDAQ
2614,MICS,The Singing Machine Company Inc. Common Stock,Consumer Staples,Diversified Electronic Products,NASDAQ
2615,MICT,MICT Inc. Common Stock,Technology,EDP Peripherals,NASDAQ
2616,MIDD,Middleby Corporation (The) Common Stock,Industrials,Diversified Manufacture,NASDAQ
2617,MIGI,Mawson Infrastructure Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
2618,MIND,MIND Technology Inc. Common Stock (DE),Industrials,Industrial Machinery/Components,NASDAQ
2619,MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),Industrials,Industrial Machinery/Components,NASDAQ
2620,MINM,Minim Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,NASDAQ
2621,MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2622,MIRO,Miromatrix Medical Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2623,MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
2624,MITA,Coliseum Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
2625,MITAU,Coliseum Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
2626,MITAW,Coliseum Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
2627,MITK,Mitek Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2628,MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
2629,MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2630,MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
2631,MKUL,Molekule Group Inc. Common Stock,Utilities,Environmental Services,NASDAQ
2632,MLAB,Mesa Laboratories Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
2633,MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2634,MLACW,Malacca Straits Acquisition Company Limited Warrants,Finance,Blank Checks,NASDAQ
2635,MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2636,MLAIW,McLaren Technology Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2637,MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Consumer Discretionary,Hotels/Resorts,NASDAQ
2638,MLEC,Moolec Science SA Ordinary Shares,Finance,Blank Checks,NASDAQ
2640,MLGO,MicroAlgo Inc. Ordinary Shares,Technology,EDP Services,NASDAQ
2641,MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Wholesale Distributors,NASDAQ
2642,MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2643,MLVF,Malvern Bancorp Inc. Common Stock,Finance,Banks,NASDAQ
2644,MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2645,MMAT,Meta Materials Inc. Common Stock,Technology,Semiconductors,NASDAQ
2646,MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing,NASDAQ
2647,MMMB,MamaMancini's Holdings Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
2648,MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
2651,MMYT,MakeMyTrip Limited Ordinary Shares,Technology,Internet and Information Services,NASDAQ
2652,MNDO,MIND C.T.I. Ltd. Ordinary Shares,Technology,EDP Services,NASDAQ
2653,MNDY,monday.com Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2654,MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2655,MNMD,Mind Medicine (MindMed) Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
2656,MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2657,MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2659,MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks,NASDAQ
2660,MNSBP,MainStreet Bancshares Inc. Depositary Shares,Finance,Major Banks,NASDAQ
2661,MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution),NASDAQ
2662,MNTK,Montauk Renewables Inc. Common Stock,Utilities,Power Generation,NASDAQ
2665,MNTV,Momentive Global Inc. Common Stock,Technology,EDP Services,NASDAQ
2666,MNTX,Manitex International Inc. Common Stock,Technology,Industrial Machinery/Components,NASDAQ
2667,MOB,Mobilicom Limited American Depositary Shares,Real Estate,Real Estate Investment Trusts,NASDAQ
2668,MOBBW,Mobilicom Limited Warrants,Real Estate,Real Estate Investment Trusts,NASDAQ
2669,MOBQ,Mobiquity Technologies Inc. Common Stock,Consumer Discretionary,Advertising,NASDAQ
2670,MOBV,Mobiv Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2671,MOBVU,Mobiv Acquisition Corp Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2672,MODD,Modular Medical Inc. Common Stock,Health Care,Industrial Specialties,NASDAQ
2674,MOFG,MidWestOne Financial Gp Common Stock,Finance,Major Banks,NASDAQ
2677,MOMO,Hello Group Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2678,MOND,Mondee Holdings Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
2679,MOR,MorphoSys AG American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2680,MORF,Morphic Holding Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2681,MORN,Morningstar Inc. Common Stock,Finance,Advertising,NASDAQ
2682,MOTS,Motus GI Holdings Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
2683,MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
2684,MOXC,Moxian (BVI) Inc Ordinary Shares,Technology,EDP Services,NASDAQ
2685,MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
2686,MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks,NASDAQ
2687,MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2688,MPRAU,Mercato Partners Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2689,MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors,NASDAQ
2690,MQ,Marqeta Inc. Class A Common Stock,Technology,EDP Services,NASDAQ
2691,MRAI,Marpai Inc. Class A Common Stock,Health Care,Managed Health Care,NASDAQ
2692,MRAM,Everspin Technologies Inc. Common Stock,Technology,Electronic Components,NASDAQ
2693,MRBK,Meridian Corporation Common Stock,Finance,Major Banks,NASDAQ
2694,MRCC,Monroe Capital Corporation Common Stock,Finance,Investment Managers,NASDAQ
2696,MREO,Mereo BioPharma Group plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2697,MRIN,Marin Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2698,MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2699,MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Consumer Discretionary,Other Consumer Services,NASDAQ
2700,MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2701,MRNS,Marinus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2702,MRSN,Mersana Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2703,MRTN,Marten Transport Ltd. Common Stock,Industrials,Trucking Freight/Courier Services,NASDAQ
2704,MRTX,Mirati Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2705,MRUS,Merus N.V. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2706,MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2707,MRVL,Marvell Technology Inc. Common Stock,Technology,Semiconductors,NASDAQ
2708,MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
2709,MSACW,Medicus Sciences Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
2710,MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2711,MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,NASDAQ
2712,MSDA,MSD Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
2713,MSDAU,MSD Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
2714,MSEX,Middlesex Water Company Common Stock,Utilities,Water Supply,NASDAQ
2715,MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2717,MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,Finance,Blank Checks,NASDAQ
2718,MSSAU,Metal Sky Star Acquisition Corporation Unit,Finance,Blank Checks,NASDAQ
2719,MSSAW,Metal Sky Star Acquisition Corporation Warrant,Finance,Blank Checks,NASDAQ
2720,MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software,NASDAQ
2721,MSVB,Mid-Southern Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
2722,MTAC,MedTech Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
2723,MTACU,MedTech Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
2724,MTACW,MedTech Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2725,MTC,MMTec Inc. Common Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2726,MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing,NASDAQ
2728,MTEM,Molecular Templates Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
2729,MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
2730,MTLS,Materialise NV American Depositary Shares,Technology,Computer Software: Prepackaged Software,NASDAQ
2731,MTP,Midatech Pharma PLC American Depositary Shs,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
2732,MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Military/Government/Technical,NASDAQ
2733,MTRYW,Monterey Bio Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
2734,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors,NASDAQ
2735,MTTR,Matterport Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
2736,MU,Micron Technology Inc. Common Stock,Technology,Semiconductors,NASDAQ
2737,MULN,Mullen Automotive Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,NASDAQ
